count robl hse
1 0.6470588235294118 40234
1 3.0 635
1 0.7142857142857143 428400
1 0.7407407407407407 354730
1 0.47619047619047616 379639
1 0.38461538461538464 197767
1 0.2564102564102564 165156
1 0.17647058823529413 149524
1 0.12195121951219512 247729
1 0.0 296074
1 1.2857142857142858 7474
1 0.375 523094
1 0.0 287158
1 0.0 456991
1 5.333333333333333 2825
1 0.0 128406
1 0.36363636363636365 238666
1 0.2702702702702703 270738
1 0.21951219512195122 138584
1 0.24324324324324326 484043
1 0.13157894736842105 305564
1 1.0769230769230769 15844
1 0.09375 179151
1 0.275 172391
1 1.75 1471
1 0.41935483870967744 46346
1 1.8888888888888888 3188
1 0.125 219419
1 1.5714285714285714 1941
1 0.17142857142857143 361236
1 0.5757575757575758 786492
1 0.75 81134
1 0.03125 533786
1 0.13157894736842105 505504
1 0.0625 185250
